player,no,matchTime,team,round,tacklesMade,tacklesMiss,tacklesPenalty,tacklesFirst,tacklesAssists,tacklesFirstPerc,tacklesMadePerc,contestDom,contestNeut,contestPass,contestDNPerc,rucksEff,rucksInEff,rucksInvolvement,rucksTOForced,LOSteals,TOForced,PFAtt,PFDef,PFTot
"Shipperley, D",14,1,Rebels ,1,7,,,6,1,100,100,2,4,1,85.7,,,2,,,,,,
"Thomson, A",8,1,Rebels ,1,6,1,,6,,85.7,85.7,,5,2,71.4,,,12,1,,1,,,
"Hanson, J",2,1,Rebels ,1,5,1,,4,1,80,83.3,1,4,1,83.3,,,7,1,,1,,1,1
"Inman, M",12,1,Rebels ,1,5,1,,5,,83.3,83.3,,4,2,66.7,,,1,,,,,1,1
"Smith, T",1,1,Rebels ,1,5,2,,4,1,66.7,71.4,,5,2,71.4,,,7,,,,,1,1
"Meehan, B",9,1,Rebels ,1,4,2,,4,,66.7,66.7,,1,5,16.7,,,,1,,1,,1,1
"Weeks, L",3,1,Rebels ,1,4,3,,3,1,50,57.1,1,2,4,42.9,,,3,,,,,,
"Cummins, S",19,1,Rebels ,1,3,,,3,,100,100,,3,,100,,,2,1,,1,,,
"Fainga'a, C",20,1,Rebels ,1,3,,,1,2,100,100,,3,,100,,,6,1,,1,,,
"Hagan, J",18,1,Rebels ,1,3,,,2,1,100,100,,3,,100,,,1,,,,1,,1
"English, T",11,1,Rebels ,1,2,2,,2,,50,50,,2,2,50,,,1,,,,,,
"Leafa, P",16,1,Rebels ,1,2,,,1,1,100,100,,2,,100,,,,,,,,,
"Ah-Nau, C",17,1,Rebels ,1,1,,,1,,100,100,,1,,100,,,,,,,,,
"Harris, M",10,1,Rebels ,1,1,,,1,,100,100,,,1,,,,,,,,,,
"Hawkins, D",23,1,Rebels ,1,1,,,1,,100,100,,1,,100,,,,,,,,,
"Placid, J",22,1,Rebels ,1,1,1,,1,,50,50,,1,1,50,,,1,1,,1,1,,1
"Feauai-Sautia, C",14,1,Reds ,1,10,1,,9,1,90,90.9,,4,7,36.4,,,,,,,1,1,2
"McIntyre, J",10,1,Reds ,1,10,3,,9,1,75,76.9,,7,6,53.8,,,,,,,1,,1
"Fainga'a, S",2,1,Reds ,1,9,1,,8,1,88.9,90,1,7,2,80,,,4,1,,1,,2,2
"Neville, C",4,1,Reds ,1,8,,,6,2,100,100,,8,,100,,,2,,2,2,,,
"Browning, C",7,1,Reds ,1,6,1,,4,2,80,85.7,,5,2,71.4,,,2,1,,1,,,
"Schatz, J",8,1,Reds ,1,6,3,,4,2,57.1,66.7,,6,3,66.7,,,3,,,,,1,1
"Holmes, G",3,1,Reds ,1,5,4,,4,1,50,55.6,,5,4,55.6,,,2,,,,,1,1
"Nabuli, E",11,1,Reds ,1,5,3,,5,,62.5,62.5,,3,5,37.5,,,3,,,,,,
"Simmons, R",5,1,Reds ,1,5,1,,5,,83.3,83.3,,4,2,66.7,,,,,,,,1,1
"Frisby, N",9,1,Reds ,1,4,3,,3,1,50,57.1,,1,6,14.3,,,,,,,,,
"Daley, B",1,1,Reds ,1,3,,,3,,100,100,,3,,100,,,2,2,,2,,,
"Hunt, K",15,1,Reds ,1,3,1,,3,,75,75,,3,1,75,,,2,,,,,,
"Kerevi, S",13,1,Reds ,1,3,1,,2,1,66.7,75,,1,3,25,,,2,,,,,,
"Matwijow, B",19,1,Reds ,1,3,,,2,1,100,100,1,2,,100,,,1,1,,1,,,
"Tui, H",6,1,Reds ,1,3,6,,3,,33.3,33.3,1,2,6,33.3,,,1,1,1,2,,,
"Ready, A",16,1,Reds ,1,2,1,,1,1,50,66.7,1,1,1,66.7,,,4,1,,1,,,
"Taefu, H",12,1,Reds ,1,2,,,2,,100,100,,2,,100,,,,,,,1,,1
"Faagase, S",17,1,Reds ,1,1,,,1,,100,100,,,1,,,,2,,,,,,
"Goromaru, A",23,1,Reds ,1,1,,,1,,100,100,,1,,100,,,1,,,,,,
"Gunn, M",20,1,Reds ,1,1,1,,1,,50,50,,1,1,50,,,,,,,,,
"Talakai, S",18,1,Reds ,1,1,1,,1,,50,50,1,,1,50,,,,1,,1,,1,1
"Esterhuizen, A",12,1,Sharks ,1,11,,,10,1,100,100,5,6,,100,,,2,2,,2,,,
"Oosthuizen, E",4,1,Sharks ,1,10,,,8,2,100,100,1,8,1,90,,,3,1,,1,,4,4
"du Preez, J",7,1,Sharks ,1,7,3,,5,2,62.5,70,2,3,5,50,,,3,,,,,1,1
"Marais, F",2,1,Sharks ,1,6,,,4,2,100,100,1,3,2,66.7,,,3,1,,1,,,
"Coetzee, M",6,1,Sharks ,1,5,1,,2,3,66.7,83.3,,5,1,83.3,,,10,,,,,2,2
"Cooper, KL",16,1,Sharks ,1,5,,,5,,100,100,1,3,1,80,,,4,1,,1,,,
"Jordaan, P",13,1,Sharks ,1,5,,,4,1,100,100,,5,,100,,,3,,,,,,
"Mtawarira, T",1,1,Sharks ,1,5,,,5,,100,100,,5,,100,,,3,,,,,1,1
"Oosthuizen, Coe",3,1,Sharks ,1,5,,,4,1,100,100,,5,,100,,,2,,,,,,
"Adriaanse, L",18,1,Sharks ,1,4,,,1,3,100,100,1,3,,100,,,3,1,,1,,,
"Claassens, M",21,1,Sharks ,1,4,1,,3,1,75,80,,1,4,20,,,,,,,1,1,2
"Andrews, H",5,1,Sharks ,1,3,1,,3,,75,75,,2,2,50,,,3,,1,1,,1,1
"du Preez, D",8,1,Sharks ,1,3,,,3,,100,100,,2,1,66.7,,,3,,,,1,,1
"Van der Walt, P",20,1,Sharks ,1,3,,,2,1,100,100,,3,,100,,,1,,,,,,
"McDulling, D",19,1,Sharks ,1,2,,,2,,100,100,,2,,100,,,2,,,,,,
"Mvovo, L",11,1,Sharks ,1,2,1,,2,,66.7,66.7,,2,1,66.7,,,1,,,,,,
"Schoeman, J",17,1,Sharks ,1,2,,,2,,100,100,,1,1,50,,,,,,,,,
"Le Roux, W",15,1,Sharks ,1,1,1,,1,,50,50,1,,1,50,,,,1,,1,,,
"Ndungane, O",14,1,Sharks ,1,,1,,,,,,,,1,,,,1,,,,,1,1
"Pietersen, J",10,1,Sharks ,1,,1,,,,,,,,1,,,,,,,,,,
"Reinach, J",9,1,Sharks ,1,,1,,,,,,,,1,,,,,,,,,1,1
"Quirk, E",8,1,Sunwolves ,1,13,,,10,3,100,100,1,9,3,76.9,,,12,3,,3,,,
"Kakinaga, S",3,1,Sunwolves ,1,11,,,6,5,100,100,,9,2,81.8,,,4,,,,,5,5
"Horie, S",2,1,Sunwolves ,1,10,2,,8,2,80,83.3,,8,4,66.7,,,7,,,,,,
"Pisi, T",10,1,Sunwolves ,1,10,2,,9,1,81.8,83.3,,7,5,58.3,,,1,,,,,1,1
"Tamura, Y",12,1,Sunwolves ,1,10,2,,8,2,80,83.3,,4,8,33.3,,,1,,,,,,
"Tatekawa, H",13,1,Sunwolves ,1,10,3,,6,4,66.7,76.9,1,4,8,38.5,,,4,2,,2,,1,1
"Inagaki, K",1,1,Sunwolves ,1,9,5,,7,2,58.3,64.3,,7,7,50,,,4,,,,,,
"Durutalo, A",7,1,Sunwolves ,1,7,1,,6,1,85.7,87.5,,3,5,37.5,,,14,2,,2,1,,1
"Bond, T",4,1,Sunwolves ,1,6,,,6,,100,100,,6,,100,,,5,1,,1,1,3,4
"Ono, H",5,1,Sunwolves ,1,6,3,,5,1,62.5,66.7,,5,4,55.6,,,3,,,,,2,2
"Viljoen, R",15,1,Sunwolves ,1,6,2,,6,,75,75,,4,4,50,,,1,,,,,,
"Yamada, A",14,1,Sunwolves ,1,6,,,6,,100,100,,5,1,83.3,,,1,,,,,,
"Hiwasa, A",9,1,Sunwolves ,1,5,1,,4,1,80,83.3,,3,3,50,,,,,,,,,
"Moli, L",6,1,Sunwolves ,1,4,2,,4,,66.7,66.7,,2,4,33.3,,,3,,,,,,
"Sasakura, Y",11,1,Sunwolves ,1,3,2,,2,1,50,60,,2,3,40,,,,,,,,,
"Hosoda, Y",20,1,Sunwolves ,1,1,1,,1,,50,50,,1,1,50,,,,,,,,,
"Kizu, T",17,1,Sunwolves ,1,1,,,1,,100,100,,1,,100,,,,,,,,,
"Makabe, S",19,1,Sunwolves ,1,1,1,,1,,50,50,,1,1,50,,,1,,,,1,,1
"Shigeno, K",21,1,Sunwolves ,1,1,,,1,,100,100,,1,,100,,,,,,,,,
"Hooper, M",7,1,Waratahs ,1,22,2,,19,3,90.5,91.7,3,15,6,75,,,9,3,,3,,,
"Polota-Nau, T",2,1,Waratahs ,1,14,2,,13,1,86.7,87.5,,12,4,75,,,3,1,,1,,2,2
"Holloway, J",8,1,Waratahs ,1,12,2,,7,5,77.8,85.7,1,6,7,50,,,,,,,2,,2
"Mumm, D",4,1,Waratahs ,1,11,2,,11,,84.6,84.6,1,10,2,84.6,,,6,2,,2,,2,2
"Horne, R",13,1,Waratahs ,1,10,,,7,3,100,100,2,5,3,70,,,2,,,,,,
"Horwitz, D",12,1,Waratahs ,1,10,3,,7,3,70,76.9,,10,3,76.9,,,1,,,,,,
"Ryan, P",1,1,Waratahs ,1,9,1,,5,4,83.3,90,1,7,2,80,,,3,1,,1,1,1,2
"Taavao-Matau, A",3,1,Waratahs ,1,9,3,,9,,75,75,1,8,3,75,,,4,1,,1,1,1,2
"Lousi, S",19,1,Waratahs ,1,8,,,3,5,100,100,,7,1,87.5,,,1,,,,,1,1
"Phipps, N",9,1,Waratahs ,1,8,3,,6,2,66.7,72.7,,6,5,54.5,,,5,1,,1,,,
"Skelton, W",5,1,Waratahs ,1,8,1,,7,1,87.5,88.9,2,6,1,88.9,,,10,3,,3,,,
"Tilse, J.T",18,1,Waratahs ,1,7,,,6,1,100,100,,7,,100,,,2,,,,1,2,3
"Dennis, D",6,1,Waratahs ,1,6,1,,5,1,83.3,85.7,,5,2,71.4,,,,,,,,,
"Lucas, M",21,1,Waratahs ,1,6,,,3,3,100,100,,5,1,83.3,,,,,,,,,
"Dempsey, J",20,1,Waratahs ,1,5,,,4,1,100,100,,4,1,80,,,1,,,,,,
"Beale, K",10,1,Waratahs ,1,4,2,,2,2,50,66.7,1,2,3,50,,,2,,,,,,
"Guildford, Z",11,1,Waratahs ,1,4,,,3,1,100,100,,4,,100,,,1,,,,1,,1
"Robinson, Ben",17,1,Waratahs ,1,4,,,3,1,100,100,,4,,100,,,1,,,,,,
"Carraro, M",14,1,Waratahs ,1,3,1,,2,1,66.7,75,,2,2,50,,,2,,,,,,
"Folau, I",15,1,Waratahs ,1,3,,,3,,100,100,1,2,,100,,,,1,,1,,,
"Latu, S",16,1,Waratahs ,1,3,,,2,1,100,100,,2,1,66.7,,,,,,,,,
"Hegarty, B",22,1,Waratahs ,1,1,,,1,,100,100,,,1,,,,,,,,,1,1
"Kirsten, J",7,1,Bulls ,1,19,,,14,5,100,100,,12,7,63.2,,,6,1,,1,,,
"Serfontein, JL",12,1,Bulls ,1,15,1,,15,,93.8,93.8,1,8,7,56.3,,,4,1,,1,,,
"Botha, A",8,1,Bulls ,1,14,1,,12,2,92.3,93.3,1,11,3,80,,,4,,,,,,
"Brummer, F",10,1,Bulls ,1,13,1,,10,3,90.9,92.9,,10,4,71.4,,,8,,,,,,
"Jenkins, J",19,1,Bulls ,1,10,2,,5,5,71.4,83.3,,9,3,75,,,1,,,,,,
"de Jager, N",6,1,Bulls ,1,9,1,,8,1,88.9,90,1,7,2,80,,,9,1,,1,,1,1
"Hattingh, G",5,1,Bulls ,1,9,4,,6,3,60,69.2,1,8,4,69.2,,,4,,1,1,1,,1
"Paige, R",9,1,Bulls ,1,8,1,,5,3,83.3,88.9,1,4,4,55.6,,,1,,,,1,,1
"Ismaiel, T",14,1,Bulls ,1,7,3,,6,1,66.7,70,1,5,4,60,,,4,,,,,,
"Nyakane, T",1,1,Bulls ,1,7,,,5,2,100,100,,6,1,85.7,,,7,,,,,,
"Van der Merwe, M",3,1,Bulls ,1,7,,,4,3,100,100,,4,3,57.1,,,1,,,,1,2,3
"Snyman, R",4,1,Bulls ,1,5,1,,3,2,75,83.3,1,2,3,50,,,4,,,,,,
"Strauss, Ad",2,1,Bulls ,1,5,1,,4,1,80,83.3,,2,4,33.3,,,6,,,,,2,2
"Gqoboka, L",17,1,Bulls ,1,4,1,,4,,80,80,,4,1,80,,,,,,,,,
"Kriel, J.A",13,1,Bulls ,1,4,,,2,2,100,100,,4,,100,,,2,,,,1,,1
"Schoeman, T",22,1,Bulls ,1,4,,,4,,100,100,,2,2,50,,,2,,,,,,
"Van Zyl, P",21,1,Bulls ,1,3,1,,3,,75,75,,3,1,75,,,1,,,,,,
"Gelant, W",15,1,Bulls ,1,2,,,2,,100,100,,,2,,,,,,,,1,,1
"Smit, R",20,1,Bulls ,1,2,,,2,,100,100,,,2,,,,4,1,,1,,,
"van Wyk, H",18,1,Bulls ,1,2,2,,2,,50,50,,2,2,50,,,2,,,,,2,2
"Basson, B",11,1,Bulls ,1,1,,,1,,100,100,,,1,,,,1,,,,,,
"Visagie, J",16,0,Bulls ,1,1,,,,1,,100,,1,,100,,,1,,,,,,
"Odendaal, B",23,1,Bulls ,1,,1,,,,,,,,1,,,,1,,,,,,
"du Toit, P.S",5,1,Stormers ,1,15,1,,10,5,90.9,93.8,,12,4,75,,,7,,,,,,
"Etzebeth, Eb",4,1,Stormers ,1,15,,,13,2,100,100,,11,4,73.3,,,5,,3,3,,,
"Kebble, O",1,1,Stormers ,1,12,2,,10,2,83.3,85.7,,11,3,78.6,,,7,1,,1,,,
"Carr, N",8,1,Stormers ,1,11,2,,9,2,81.8,84.6,,10,3,76.9,,,8,1,,1,,2,2
"Notshe, S",6,1,Stormers ,1,11,,,9,2,100,100,,9,2,81.8,,,3,,,,,,
"Van Wyk, J",14,1,Stormers ,1,9,,,7,2,100,100,3,5,1,88.9,,,2,2,,2,,,
"Koch, V.P",3,1,Stormers ,1,8,,,4,4,100,100,,6,2,75,,,8,1,,1,,,
"Mbonami, M",2,1,Stormers ,1,8,,,5,3,100,100,,5,3,62.5,,,4,,,,1,1,2
"Burger, S",7,1,Stormers ,1,7,2,,6,1,75,77.8,,7,2,77.8,,,9,,,,,1,1
"Leyds, D",11,1,Stormers ,1,7,1,,7,,87.5,87.5,1,4,3,62.5,,,2,,,,1,,1
"de Jongh, JL",12,1,Stormers ,1,6,1,,6,,85.7,85.7,2,3,2,71.4,,,2,1,,1,,,
"Kolisi, S",20,1,Stormers ,1,5,,,4,1,100,100,,4,1,80,,,1,1,,1,,,
"Du Preez, R",10,1,Stormers ,1,4,,,3,1,100,100,1,1,2,50,,,,1,,1,,,
"Kolbe, C",15,1,Stormers ,1,4,,,1,3,100,100,,2,2,50,,,1,,,,,,
"Kotze, J",13,1,Stormers ,1,4,,,2,2,100,100,,3,1,75,,,2,,,,,,
"Ntubeni, S",16,1,Stormers ,1,4,1,,2,2,66.7,80,,3,2,60,,,4,,,,1,1,2
"Vermaak, J",9,1,Stormers ,1,4,,,3,1,100,100,,3,1,75,,,2,,,,,,
"Malherbe, F",18,1,Stormers ,1,2,,,,2,,100,,2,,100,,,1,,,,,,
"Schickerling, J",19,1,Stormers ,1,2,,,2,,100,100,,1,1,50,,,,,,,,,
"van Rensburg, J",17,1,Stormers ,1,2,1,,,2,,66.7,,2,1,66.7,,,,,,,,,
"Zas, L",23,1,Stormers ,1,2,,,2,,100,100,,1,1,50,,,1,,,,,,
"Coleman, K",22,1,Stormers ,1,1,,,,1,,100,,1,,100,,,,,,,,,
"Groom, N",21,1,Stormers ,1,1,,,1,,100,100,,1,,100,,,,,,,,,
"Gibson, B",7,1,Blues ,2,27,5,,16,11,76.2,84.4,1,17,14,56.3,,,8,2,,2,1,,1
"Moala, G",12,1,Blues ,2,11,4,,7,4,63.6,73.3,2,7,6,60,,,3,1,,1,,,
"Tu'ungafasi, O",1,1,Blues ,2,11,3,,10,1,76.9,78.6,1,7,6,57.1,,,1,1,,1,,3,3
"Kaino, J",6,1,Blues ,2,10,2,,9,1,81.8,83.3,,5,7,41.7,,,3,,,,,,
"Luatua, S",8,0.91,Blues ,2,9,1,,9,,90,90,,6,4,60,,,7,,,,,,
"Faumina, C",18,0.52,Blues ,2,8,,,7,1,100,100,2,5,1,87.5,,,4,,,,,,
"Tuipulotu, P",4,0.68,Blues ,2,8,,,7,1,100,100,1,6,1,87.5,,,2,,,,,,
"Nanai Vai, M",14,1,Blues ,2,8,1,,8,,88.9,88.9,2,4,3,66.7,,,,,,,,,
"Ranger, R",13,0.85,Blues ,2,6,3,,3,3,50,66.7,,3,6,33.3,,,7,,,,,1,1
"Bekhuis, J",5,1,Blues ,2,6,1,,3,3,75,85.7,,4,3,57.1,,,2,,,,,2,2
"Ioane, A",19,0.32,Blues ,2,5,,,4,1,100,100,,1,4,20,,,2,1,,1,,,
"Guyton, B",9,0.58,Blues ,2,5,1,,3,2,75,83.3,1,3,2,66.7,,,1,,,,,,
"McGahan, M",10,0.61,Blues ,2,5,,,5,,100,100,,3,2,60,,,,,,,,,
"Li, T",11,1,Blues ,2,5,,,3,2,100,100,,4,1,80,,,,,,,,,
"West, I",22,0.39,Blues ,2,4,1,,4,,80,80,1,3,1,80,,,,1,,1,,,
"Hall, B",21,0.42,Blues ,2,4,1,,3,1,75,80,,1,4,20,,,,,,,,,
"MacDonald, Q",2,0.58,Blues ,2,4,1,,4,,80,80,,3,2,60,,,6,1,,1,,,
"Parsons, J",16,0.42,Blues ,2,3,2,,2,1,50,60,,3,2,60,,,3,2,,2,,,
"Pryor, K",20,0.09,Blues ,2,2,1,,2,,66.7,66.7,,2,1,66.7,,,,,,,,,
"Mafileo, S",3,0.48,Blues ,2,2,,,1,1,100,100,,2,,100,,,3,,,,,1,1
"Duffie, M",15,1,Blues ,2,1,2,,1,,33.3,33.3,,,3,,,,1,,,,,1,1
"Lealiifano, C",10,1,Brumbies ,2,11,,,9,2,100,100,1,8,2,81.8,,,5,2,,2,,,
"Toomua, M",12,1,Brumbies ,2,11,3,,10,1,76.9,78.6,1,9,4,71.4,,,2,1,,1,,1,1
"Pocock, D",7,1,Brumbies ,2,10,1,,9,1,90,90.9,3,6,2,81.8,,,12,2,,2,,2,2
"Vaea, I",8,0.6,Brumbies ,2,6,,,5,1,100,100,2,3,1,83.3,,,5,2,,2,,,
"Fardy, S",6,1,Brumbies ,2,6,,,6,,100,100,1,3,2,66.7,,,8,1,,1,,,
"Moore, S",2,0.83,Brumbies ,2,5,,,4,1,100,100,,4,1,80,,,4,,,,,,
"Carter, S",5,1,Brumbies ,2,5,1,,2,3,66.7,83.3,1,4,1,83.3,,,3,,,,,,
"Kuridrani, T",13,1,Brumbies ,2,5,,,5,,100,100,1,2,2,60,,,3,,,,,,
"Mann-Rea, J",16,0.17,Brumbies ,2,3,,,3,,100,100,,2,1,66.7,,,,,,,,,
"Alaalatoa, A",17,0.39,Brumbies ,2,3,,,3,,100,100,1,1,1,66.7,,,4,,,,,,
"Cubelli, T",9,0.97,Brumbies ,2,3,2,,3,,60,60,,,5,,,,4,,,,,1,1
"Speight, H",14,1,Brumbies ,2,3,1,,3,,75,75,,2,2,50,,,2,,,,,,
"Smiler, J",19,0.44,Brumbies ,2,2,,,2,,100,100,,2,,100,,,2,,,,1,1,2
"Enever, B",4,0.52,Brumbies ,2,2,1,,1,1,50,66.7,,2,1,66.7,,,2,,,,,1,1
"Alexander, B",3,0.57,Brumbies ,2,2,,,2,,100,100,,1,1,50,,,1,,,,,,
"Tomane, J",11,1,Brumbies ,2,2,2,,2,,50,50,,1,3,25,,,2,,,,,,
"Butler, J",20,0.4,Brumbies ,2,1,,,1,,100,100,1,,,100,,,4,,,,,1,1
"Sio, S",1,0.61,Brumbies ,2,1,2,,1,,33.3,33.3,,1,2,33.3,,,2,,,,,1,1
"Makin, L",18,0.43,Brumbies ,2,,1,,,,,,,,1,,,,4,,,,,,
"Toua, A",15,1,Brumbies ,2,,1,,,,,,,,1,,,,,,,,,,
"de Jager, N",6,1,Bulls ,2,11,2,,10,1,83.3,84.6,,9,4,69.2,,,4,,,,,,
"Brummer, F",10,0.86,Bulls ,2,10,3,,5,5,62.5,76.9,,9,4,69.2,,,4,1,,1,,,
"Snyman, R",4,0.79,Bulls ,2,9,,,6,3,100,100,1,4,4,55.6,,,1,1,,1,,,
"Ismaiel, T",14,1,Bulls ,2,9,1,,9,,90,90,1,2,7,30,,,4,,,,,,
"Kirsten, J",7,1,Bulls ,2,9,1,,5,4,83.3,90,,7,3,70,,,3,,1,1,,1,1
"Serfontein, JL",13,1,Bulls ,2,9,2,,5,4,71.4,81.8,,6,5,54.5,,,6,,,,,1,1
"Strauss, Ad",2,1,Bulls ,2,9,1,,3,6,75,90,,8,2,80,,,8,,,,,,
"Van der Merwe, M",3,0.79,Bulls ,2,7,1,,4,3,80,87.5,1,6,1,87.5,,,,,,,3,1,4
"Swanepoel, D",23,0.24,Bulls ,2,6,1,,4,2,80,85.7,2,2,3,57.1,,,2,1,,1,,1,1
"Odendaal, B",12,0.76,Bulls ,2,6,2,,5,1,71.4,75,,5,3,62.5,,,3,,,,,,
"Nyakane, T",1,1,Bulls ,2,6,2,,5,1,71.4,75,,4,4,50,,,3,,,,,1,1
"Smit, R",20,0.36,Bulls ,2,5,,,4,1,100,100,,4,1,80,,,4,,,,,2,2
"Paige, R",9,0.83,Bulls ,2,5,1,,4,1,80,83.3,,1,5,16.7,,,3,,,,,,
"Jenkins, J",19,0.21,Bulls ,2,4,1,,4,,80,80,,3,2,60,,,,,,,,,
"Gelant, W",15,1,Bulls ,2,4,,,3,1,100,100,1,3,,100,,,,,,,,,
"Hattingh, G",5,1,Bulls ,2,4,1,,4,,80,80,,4,1,80,,,2,,1,1,1,1,2
"Van Zyl, P",21,0.17,Bulls ,2,3,,,3,,100,100,,,3,,,,1,,,,1,,1
"Gqoboka, L",17,0.21,Bulls ,2,3,,,2,1,100,100,,3,,100,,,1,1,,1,,,
"Botha, A",8,0.64,Bulls ,2,3,3,,2,1,40,50,,2,4,33.3,,,1,1,,1,,1,1
"Basson, B",11,1,Bulls ,2,2,2,,2,,50,50,,2,2,50,,,,,,,1,,1
"Schoeman, T",22,0.14,Bulls ,2,1,2,,1,,33.3,33.3,,1,2,33.3,,,,,,,1,,1
"Cassiem, U",7,0.74,Cheetahs ,2,15,2,,14,1,87.5,88.2,3,8,6,64.7,,,1,,,,,1,1
"Schoeman, P",6,0.74,Cheetahs ,2,15,3,,7,8,70,83.3,1,8,9,50,,,8,,,,1,,1
"Small-Smith, W",12,0.94,Cheetahs ,2,14,2,,10,4,83.3,87.5,1,8,7,56.3,,,5,,,,,1,1
"Venter, F",13,1,Cheetahs ,2,13,,,10,3,100,100,1,9,3,76.9,,,11,,,,,,
"Zeilinga, F",10,1,Cheetahs ,2,13,1,,9,4,90,92.9,1,8,5,64.3,,,1,,,,,,
"van Dyk, M",3,0.69,Cheetahs ,2,11,,,9,2,100,100,,9,2,81.8,,,2,,,,,,
"de Jager, L",5,0.85,Cheetahs ,2,11,4,,8,3,66.7,73.3,2,9,4,73.3,,,3,,2,2,,1,1
"Wegner, C",4,1,Cheetahs ,2,11,1,,8,3,88.9,91.7,2,7,3,75,,,2,,,,,,
"Venter, H",21,0.51,Cheetahs ,2,10,2,,8,2,80,83.3,,8,4,66.7,,,6,1,,1,,2,2
"Van Jaarsveld, T",2,0.95,Cheetahs ,2,9,1,,7,2,87.5,90,,6,4,60,,,5,,,,1,,1
"Prinsloo, B",20,0.26,Cheetahs ,2,8,,,5,3,100,100,,6,2,75,,,5,,,,,,
"Jordaan, N",8,0.49,Cheetahs ,2,8,1,,4,4,80,88.9,1,4,4,55.6,,,2,,,,,1,1
"Marais, D",23,0.26,Cheetahs ,2,6,,,6,,100,100,,6,,100,,,,,,,,,
"Rhule, R",11,1,Cheetahs ,2,6,1,,5,1,83.3,85.7,1,3,3,57.1,,,,,,,,,
"Marais, C.M",1,0.74,Cheetahs ,2,5,,,4,1,100,100,,3,2,60,,,2,,,,1,,1
"Venter, S",9,1,Cheetahs ,2,5,1,,5,,83.3,83.3,,1,5,16.7,,,2,,,,,,
"Uys, F",19,0.26,Cheetahs ,2,4,,,3,1,100,100,,4,,100,,,1,,,,,,
"Petersen, S",14,1,Cheetahs ,2,4,1,,3,1,75,80,,2,3,40,,,,,,,,,
"De Bruin, L",18,0.37,Cheetahs ,2,3,1,,1,2,50,75,,2,2,50,,,5,1,,1,,2,2
"Meyer, T",22,0.06,Cheetahs ,2,2,,,2,,100,100,,2,,100,,,1,,,,,,
"Nche, O",17,0.2,Cheetahs ,2,2,,,1,1,100,100,,,2,,,,3,1,,1,,1,1
"Du Toit, J",16,0.05,Cheetahs ,2,1,,,1,,100,100,,1,,100,,,1,,,,,,
"Blommetjies, C",15,0.74,Cheetahs ,2,,2,,,,,,,,2,,,,2,1,,1,1,1,2
"Cane, S",7,1,Chiefs ,2,13,2,,11,2,84.6,86.7,1,9,5,66.7,,,8,1,,1,,,
"Allardice, M",4,1,Chiefs ,2,12,3,,7,5,70,80,1,7,7,53.3,,,,1,1,2,,2,2
"Sanders, T",6,1,Chiefs ,2,9,3,,4,5,57.1,75,,8,4,66.7,,,2,,,,,,
"Kerr-Barlow, T",9,0.53,Chiefs ,2,8,1,,7,1,87.5,88.9,3,3,3,66.7,,,1,1,,1,2,,2
"Tamanivalu, S",13,0.53,Chiefs ,2,8,2,,4,4,66.7,80,1,5,4,60,,,1,1,,1,,,
"Cruden, A",10,1,Chiefs ,2,8,4,,4,4,50,66.7,,3,9,25,,,1,,,,,,
"Lowe, J",11,1,Chiefs ,2,8,1,,6,2,85.7,88.9,2,4,3,66.7,,,,2,,2,,,
"Mckenzie, D",15,1,Chiefs ,2,8,3,,7,1,70,72.7,,4,7,36.4,,,1,1,,1,,,
"Marshall, R",2,0.53,Chiefs ,2,7,1,,6,1,85.7,87.5,,4,4,50,,,1,,,,,,
"Graham, M",17,0.48,Chiefs ,2,6,,,5,1,100,100,1,3,2,66.7,,,2,,,,,2,2
"Manu, P",1,0.51,Chiefs ,2,5,2,,4,1,66.7,71.4,,4,3,57.1,,,1,,,,1,2,3
"Ngatai, C",12,1,Chiefs ,2,5,1,,5,,83.3,83.3,1,3,2,66.7,,,1,1,,1,,,
"Weber, B",21,0.47,Chiefs ,2,3,,,2,1,100,100,,3,,100,,,,,,,,,
"Vaipulu, M",8,0.51,Chiefs ,2,3,1,,3,,75,75,,2,2,50,,,7,,,,,2,2
"Retallick, B",5,0.53,Chiefs ,2,3,1,,2,1,66.7,75,1,2,1,75,,,1,,1,1,,,
"Harris, N",16,0.47,Chiefs ,2,2,,,1,1,100,100,,2,,100,,,,,,,,1,1
"Yamashita, H",3,0.53,Chiefs ,2,2,,,2,,100,100,,1,1,50,,,1,,,,,1,1
"Leitch, M",20,0.47,Chiefs ,2,1,,,1,,100,100,,1,,100,,,,,,,,,
"Seu, T",19,0.47,Chiefs ,2,1,3,,1,,25,25,,,4,,,,1,,,,,,
"Vaeno, L",14,0.53,Chiefs ,2,1,1,,1,,50,50,,1,1,50,,,2,,,,1,,1
"Lienert-Brown, A",22,0.47,Chiefs ,2,,1,,,,,,,,1,,,,1,,,,,,
"Tokolahi, S",18,0.47,Chiefs ,2,,,,,,,,,,,,,,1,,,,,1,1
"Boys, T",7,0.85,Crusaders ,2,12,1,,5,7,83.3,92.3,,8,5,61.5,,,2,,,,,1,1
"Taylor, C",2,0.71,Crusaders ,2,7,,,5,2,100,100,,5,2,71.4,,,2,,,,,1,1
"Taufua, J",6,1,Crusaders ,2,7,1,,6,1,85.7,87.5,1,3,4,50,,,2,1,,1,,2,2
"Mo'unga, R",10,1,Crusaders ,2,6,1,,5,1,83.3,85.7,,5,2,71.4,,,,,,,,,
