player,no,matchTime,team,round,passes,offLoads,totalPassing,kicksInPlay,carryRuns,carryMetres,carryBeatsDef,carryGainLine,carryLinebreaks,ruckEff,ruckInEff,ruckTotal,rcvs,toInPos,pfInAttack,totalPF,Ruck Success
"Bond, T",4,1,Sunwolves,1,4,1,5,,5,4,,,,,,,3,,1,4,
"Kakinaga, S",3,1,Sunwolves,1,4,,4,,8,13,,2,,,,,,2,,5,
"Inagaki, K",1,1,Sunwolves,1,3,,3,,8,36,1,3,1,,,,,,,,
"Viljoen, R",15,1,Sunwolves,1,3,1,4,1,6,57,2,4,1,,,,1,1,,,
"Yamada, A",14,1,Sunwolves,1,3,2,6,,8,61,1,5,1,,,,6,3,,,
"Durutalo, A",7,1,Sunwolves,1,1,1,2,,11,26,3,8,,,,,3,,1,1,
"Hosoda, Y",20,1,Sunwolves,1,1,,1,,2,10,1,2,,,,,,,,,
"Makabe, S",19,1,Sunwolves,1,1,,1,,3,5,,1,,,,,,,1,1,
"Quirk, E",8,1,Sunwolves,1,1,,1,,4,17,,3,,,,,3,1,,,
"Shigeno, K",21,1,Sunwolves,1,1,,1,,1,,,,,,,,1,,,,
"Kizu, T",17,1,Sunwolves,1,,,,,2,8,,1,,,,,,1,,,
"Mikami, M",16,1,Sunwolves,1,,,,,1,,,,,,,,,1,,,
"Ono, H",5,1,Sunwolves,1,,,,,1,3,,,,,,,1,1,,2,
"Sasakura, Y",11,1,Sunwolves,1,,,,,8,71,,3,1,,,,,,,,
"Yamamoto, K",18,1,Sunwolves,1,,,,,1,,,,,,,,,1,,,
"Phipps, N",9,1,Waratahs,1,48,,48,3,4,4,,2,,,,,5,2,,,
"Beale, K",10,1,Waratahs,1,15,,15,4,5,28,3,3,,,,,,1,,,
"Lucas, M",21,1,Waratahs,1,8,,8,1,1,7,,1,,,,,,,,,
"Hooper, M",7,1,Waratahs,1,7,1,8,,9,20,4,4,2,,,,6,2,,,
"Dennis, D",6,1,Waratahs,1,5,,5,,2,,,,,,,,1,,,,
"Guildford, Z",11,1,Waratahs,1,5,,5,2,11,79,3,5,1,,,,4,1,1,1,
"Horne, R",13,1,Waratahs,1,5,1,6,,4,11,1,1,,,,,4,,,,
"Folau, I",15,1,Waratahs,1,4,,4,1,10,94,6,4,2,,,,3,,,,
"Holloway, J",8,1,Waratahs,1,3,,4,,5,64,3,3,2,,,,1,1,2,2,
"Horwitz, D",12,1,Waratahs,1,3,1,4,7,8,29,3,4,1,,,,2,2,,,
"Mumm, D",4,1,Waratahs,1,3,,3,,4,10,,,,,,,7,1,,2,
"Taavao-Matau, A",3,1,Waratahs,1,3,,3,,6,5,1,2,,,,,1,2,1,2,
"Hegarty, B",22,1,Waratahs,1,2,,2,,,,,,,,,,,,,1,
"Skelton, W",5,1,Waratahs,1,2,,2,,10,4,,3,,,,,1,1,,,
"Carraro, M",14,1,Waratahs,1,1,1,2,1,3,24,,,1,,,,1,,,,
"Lousi, S",19,1,Waratahs,1,1,1,2,,4,10,2,2,,,,,2,1,,1,
"Polota-Nau, T",2,1,Waratahs,1,1,,1,,4,2,1,2,,,,,2,,,2,
"Tilse, J.T",18,1,Waratahs,1,1,,1,1,,,,,,,,,,,1,3,
"Dempsey, J",20,1,Waratahs,1,,,,,2,7,,1,,,,,,,,,
"Latu, S",16,1,Waratahs,1,,,,,1,,,,,,,,,,,,
"Ryan, P",1,1,Waratahs,1,,,,,3,10,1,1,,,,,,,1,2,
"Paige, R",9,1,Bulls ,1,43,,43,4,2,14,,2,,,,,1,1,1,1,
"Van Zyl, P",21,1,Bulls ,1,12,,13,1,2,,,,,,,,,2,,,
"Brummer, F",10,1,Bulls ,1,10,,10,8,4,16,,1,,,,,2,1,,,
"Gelant, W",15,1,Bulls ,1,6,1,7,7,12,98,1,1,,,,,10,1,1,1,
"Schoeman, T",22,1,Bulls ,1,4,1,5,1,3,5,,,,,,,2,1,,,
"Ismaiel, T",14,1,Bulls ,1,3,,4,1,4,25,2,1,1,,,,6,2,,,
"Jenkins, J",19,1,Bulls ,1,3,,3,,4,13,,1,,,,,1,,,,
"Serfontein, JL",12,1,Bulls ,1,3,2,6,2,11,25,1,5,,,,,3,3,,,
"Strauss, Ad",2,1,Bulls ,1,3,,4,1,11,12,,5,,,,,2,1,,2,
"Van der Merwe, M",3,1,Bulls ,1,3,,4,,8,3,,2,,,,,1,1,1,3,
"Basson, B",11,1,Bulls ,1,2,1,4,1,7,39,,2,,,,,6,2,,,
"Kriel, J.A",13,1,Bulls ,1,2,,2,,4,5,2,1,,,,,1,1,1,1,
"Odendaal, B",23,1,Bulls ,1,2,,2,,2,6,,,,,,,,2,,,
"Botha, A",8,1,Bulls ,1,1,,1,,10,37,,5,,,,,4,1,,,
"Nyakane, T",1,1,Bulls ,1,1,,1,,4,3,,2,,,,,,,,,
"Smit, R",20,1,Bulls ,1,1,,2,,3,4,,2,,,,,2,,,,
"de Jager, N",6,1,Bulls ,1,,,,,2,2,,1,,,,,2,,,1,
"Gqoboka, L",17,1,Bulls ,1,,,,,3,,,,,,,,,1,,,
"Hattingh, G",5,1,Bulls ,1,,,,,4,4,,2,,,,,1,,1,1,
"Kirsten, J",7,1,Bulls ,1,,,,,7,35,,3,1,,,,5,,,,
"Snyman, R",4,1,Bulls ,1,,,,,2,,,,,,,,1,,,,
"van Wyk, H",18,1,Bulls ,1,,,,,2,2,,2,,,,,,,,2,
"Vermaak, J",9,1,Stormers ,1,63,,63,4,4,6,3,1,,,,,7,2,,,
"Du Preez, R",10,1,Stormers ,1,18,,18,13,4,23,1,3,1,,,,4,,,,
"Groom, N",21,1,Stormers ,1,11,,11,1,2,,,,,,,,1,,,,
"Burger, S",7,1,Stormers ,1,7,,7,,13,10,,2,,,,,4,,,1,
"de Jongh, JL",12,1,Stormers ,1,7,,7,1,10,41,1,4,,,,,2,3,,,
"Leyds, D",11,1,Stormers ,1,6,,6,,5,16,1,1,,,,,6,,1,1,
"Carr, N",8,1,Stormers ,1,4,,5,1,9,22,,5,,,,,4,,,2,
"du Toit, P.S",5,1,Stormers ,1,4,1,7,,12,22,,4,,,,,1,3,,,
"Coleman, K",22,1,Stormers ,1,3,,3,,,,,,,,,,,,,,
"Kolbe, C",15,1,Stormers ,1,3,,3,9,13,107,3,3,,,,,5,,,,
"Etzebeth, Eb",4,1,Stormers ,1,2,1,3,,11,18,1,6,,,,,1,,,,
"Koch, V.P",3,1,Stormers ,1,2,1,3,,4,2,1,1,,,,,2,,,,
"Kotze, J",13,1,Stormers ,1,2,2,4,1,8,58,1,2,1,,,,2,,,,
"Mbonami, M",2,1,Stormers ,1,2,,2,,5,7,,2,,,,,1,2,1,2,
"Kolisi, S",20,1,Stormers ,1,1,,1,,2,4,2,1,,,,,1,,,,
"Notshe, S",6,1,Stormers ,1,1,,1,,4,5,2,3,,,,,,,,,
"Kebble, O",1,1,Stormers ,1,,,,,1,1,,1,,,,,1,,,,
"Malherbe, F",18,1,Stormers ,1,,,,,2,4,1,1,,,,,,,,,
"Ntubeni, S",16,1,Stormers ,1,,,,,2,1,,1,,,,,,,1,2,
"Schickerling, J",19,1,Stormers ,1,,,,,1,,,,,,,,,,,,
"van Rensburg, J",17,1,Stormers ,1,,,,,1,,,,,,,,,,,,
"Van Wyk, J",14,1,Stormers ,1,,,1,1,3,4,,1,,,,,2,2,,,
"Zas, L",23,1,Stormers ,1,,,,,1,15,2,,1,,,,,,,,
"Guyton, B",9,0.58,Blues,2,25,,25,2,2,8,1,1,,,,,1,,,,
"Hall, B",21,0.42,Blues,2,14,1,15,,4,7,,3,,,,,4,2,,,
"McGahan, M",10,0.61,Blues,2,8,,8,3,,,,,,,,,2,,,,
"West, I",22,0.39,Blues,2,4,,4,7,,,,,,,,,1,1,,,
"Ioane, A",19,0.32,Blues,2,3,,3,,2,4,,,,,,,1,,,,
"Duffie, M",15,1,Blues,2,3,,3,1,4,8,,,,,,,1,2,,1,
"Moala, G",12,1,Blues,2,3,,3,,8,17,1,1,,,,,,1,,,
"MacDonald, Q",2,0.58,Blues,2,2,,2,,2,,,,,,,,2,,,,
"Tuipulotu, P",4,0.68,Blues,2,2,1,3,,5,16,,1,,,,,,,,,
"Bekhuis, J",5,1,Blues,2,2,,2,,3,2,,,,,,,3,,,2,
"Ranger, R",13,0.85,Blues,2,1,1,2,,5,13,1,2,,,,,1,,,1,
"Kaino, J",6,1,Blues,2,1,1,2,,6,19,2,3,,,,,3,,,,
"Li, T",11,1,Blues,2,1,1,2,2,6,33,1,3,1,,,,3,,,,
"Nanai Vai, M",14,1,Blues,2,1,1,2,2,7,44,1,2,,,,,6,5,,,
"Tu'ungafasi, O",1,1,Blues,2,1,1,2,,2,9,,1,1,,,,,1,,3,
"Faumina, C",18,0.52,Blues,2,,1,1,,1,,,,,,,,,,,,
"Gibson, B",7,1,Blues,2,,,,,1,1,,1,,,,,3,1,1,1,
"Luatua, S",8,0.91,Blues,2,,,,,2,7,,2,,,,,3,,,,
"Mafileo, S",3,0.48,Blues,2,,,,,3,,,,,,,,1,1,,1,
"Parsons, J",16,0.42,Blues,2,,,,,,,,,,,,,2,,,,
"Pryor, K",20,0.09,Blues,2,,,,,1,1,,1,,,,,,,,,
"Cubelli, T",9,0.97,Brumbies,2,85,,85,6,6,10,,4,,,,,,3,,1,
"Lealiifano, C",10,1,Brumbies,2,30,,30,4,3,11,3,1,1,,,,3,,,,
"Toomua, M",12,1,Brumbies,2,16,,16,4,4,12,,1,,,,,2,3,,1,
"Toua, A",15,1,Brumbies,2,14,,14,5,11,41,1,4,,,,,2,,,,
"Fardy, S",6,1,Brumbies,2,6,,6,,3,10,,1,,,,,2,,,,
"Alexander, B",3,0.57,Brumbies,2,5,1,6,,4,9,2,2,,,,,1,,,,
"Moore, S",2,0.83,Brumbies,2,5,,5,,7,14,4,3,,,,,,,,,
"Enever, B",4,0.52,Brumbies,2,3,,3,,5,1,,1,,,,,1,1,,1,
"Carter, S",5,1,Brumbies,2,3,,3,1,7,6,,4,,,,,3,1,,,
"Kuridrani, T",13,1,Brumbies,2,3,,3,1,16,70,3,10,2,,,,2,,,,
"Pocock, D",7,1,Brumbies,2,3,,3,,8,8,,1,,,,,2,,,2,
"Smiler, J",19,0.44,Brumbies,2,2,,2,,5,9,,1,,,,,1,,1,2,
"Speight, H",14,1,Brumbies,2,2,,3,2,9,72,2,5,2,,,,7,5,,,
"Dowsett, M",21,0.03,Brumbies,2,1,,1,,,,,,,,,,1,,,,
"Alaalatoa, A",17,0.39,Brumbies,2,1,,1,,6,4,1,2,,,,,,1,,,
"Vaea, I",8,0.6,Brumbies,2,1,,1,,6,7,,2,,,,,1,1,,,
"Sio, S",1,0.61,Brumbies,2,1,,1,,8,6,1,4,,,,,,,,1,
"Tomane, J",11,1,Brumbies,2,1,2,5,1,9,85,5,4,3,,,,3,2,,,
"Ah Wong, N",23,0.04,Brumbies,2,,,,,1,27,1,,1,,,,,,,,
"Butler, J",20,0.4,Brumbies,2,,,,,2,,1,,,,,,1,,,1,
"Makin, L",18,0.43,Brumbies,2,,,,,1,,,,,,,,1,,,,
"Mann-Rea, J",16,0.17,Brumbies,2,,,,,1,4,,1,,,,,,,,,
"Paige, R",9,0.83,Bulls ,2,70,,70,7,2,1,,1,,,,,1,1,,,
"Brummer, F",10,0.86,Bulls ,2,18,,18,5,5,13,,2,,,,,4,,,,
"Van Zyl, P",21,0.17,Bulls ,2,10,,10,,3,23,,2,1,,,,1,,1,1,
"Odendaal, B",12,0.76,Bulls ,2,6,2,8,2,10,34,7,4,,,,,2,1,,,
"Kirsten, J",7,1,Bulls ,2,6,,6,,10,41,1,5,,,,,3,2,,1,
"Serfontein, JL",13,1,Bulls ,2,6,,6,1,6,26,1,2,1,,,,1,3,,1,
"Gelant, W",15,1,Bulls ,2,5,1,6,6,14,136,4,6,1,,,,10,1,,,
"Snyman, R",4,0.79,Bulls ,2,4,1,5,,6,8,,3,,,,,,,,,
"de Jager, N",6,1,Bulls ,2,4,,4,,5,32,1,,,,,,1,1,,,
"Hattingh, G",5,1,Bulls ,2,4,,5,,13,31,,7,,,,,1,,1,2,
"Strauss, Ad",2,1,Bulls ,2,4,1,5,,11,19,,5,,,,,1,,,,
"Schoeman, T",22,0.14,Bulls ,2,3,,3,1,2,6,,2,,,,,,,1,1,
"Van der Merwe, M",3,0.79,Bulls ,2,3,,4,,7,14,1,5,,,,,1,,3,4,
"Basson, B",11,1,Bulls ,2,3,1,4,2,12,109,3,3,4,,,,7,1,1,1,
"Botha, A",8,0.64,Bulls ,2,2,,2,,2,3,,1,,,,,1,1,,1,
"Nyakane, T",1,1,Bulls ,2,2,,3,,8,26,3,4,1,,,,3,,,1,
"Gqoboka, L",17,0.21,Bulls ,2,1,,1,,2,3,,2,,,,,3,1,,,
"Smit, R",20,0.36,Bulls ,2,1,,1,,1,,,,,,,,,,,2,
"Ismaiel, T",14,1,Bulls ,2,1,2,4,,8,107,5,1,2,,,,3,1,,,
"Jenkins, J",19,0.21,Bulls ,2,,,,,4,6,,3,,,,,,,,,
"Swanepoel, D",23,0.24,Bulls ,2,,1,2,,5,13,,2,1,,,,1,,,1,
"Venter, S",9,1,Cheetahs ,2,36,,36,5,5,8,,2,,,,,1,1,,,
"Zeilinga, F",10,1,Cheetahs ,2,12,,13,4,4,15,1,1,,,,,4,1,,,
"Venter, F",13,1,Cheetahs ,2,6,2,8,2,11,29,2,5,1,,,,,2,,,
"Blommetjies, C",15,0.74,Cheetahs ,2,5,1,7,3,10,52,,2,,,,,4,3,1,2,
"Van Jaarsveld, T",2,0.95,Cheetahs ,2,5,,5,,9,16,,4,,,,,2,2,1,1,
"Cassiem, U",7,0.74,Cheetahs ,2,4,,5,,2,14,1,1,1,,,,1,1,,1,
"Schoeman, P",6,0.74,Cheetahs ,2,4,1,5,,4,12,1,1,,,,,1,1,1,1,
"Small-Smith, W",12,0.94,Cheetahs ,2,4,,4,,4,7,1,1,,,,,1,,,1,
"Petersen, S",14,1,Cheetahs ,2,4,,4,,3,14,,1,,,,,3,1,,,
"Rhule, R",11,1,Cheetahs ,2,4,,6,1,8,51,1,1,2,,,,3,3,,,
"Jordaan, N",8,0.49,Cheetahs ,2,3,1,4,,2,5,,2,,,,,2,,,1,
"Marais, D",23,0.26,Cheetahs ,2,2,,2,,,,,,,,,,,,,,
"Uys, F",19,0.26,Cheetahs ,2,2,,2,,2,5,1,1,,,,,1,,,,
"de Jager, L",5,0.85,Cheetahs ,2,2,,2,,5,5,,3,,,,,,,,1,
"Wegner, C",4,1,Cheetahs ,2,2,1,3,,6,13,,1,1,,,,3,1,,,
"van Dyk, M",3,0.69,Cheetahs ,2,1,,1,,3,8,2,3,,,,,,,,,
"De Bruin, L",18,0.37,Cheetahs ,2,,,,,1,1,,1,,,,,1,,,2,
"Marais, C.M",1,0.74,Cheetahs ,2,,,,,2,,,,,,,,1,,1,1,
"Nche, O",17,0.2,Cheetahs ,2,,,,,,,,,,,,,1,,,1,
"Prinsloo, B",20,0.26,Cheetahs ,2,,,,1,3,13,,3,,,,,,,,,
"Venter, H",21,0.51,Cheetahs ,2,,,,,4,2,,1,,,,,3,1,,2,
"Kerr-Barlow, T",9,0.53,Chiefs ,2,21,1,22,4,4,7,,,,,,,2,,2,2,
"Cruden, A",10,1,Chiefs ,2,17,,17,3,3,8,1,2,,,,,1,,,,
"Mckenzie, D",15,1,Chiefs ,2,13,1,14,1,10,75,6,3,1,,,,4,1,,,
"Weber, B",21,0.47,Chiefs ,2,9,,9,2,2,6,1,2,,,,,1,,,,
"Cane, S",7,1,Chiefs ,2,7,,7,,4,22,,4,,,,,1,1,,,
"Lowe, J",11,1,Chiefs ,2,5,2,7,1,7,52,4,2,1,,,,1,1,,,
"Ngatai, C",12,1,Chiefs ,2,5,1,6,1,7,60,7,4,1,,,,1,2,,,
"Vaipulu, M",8,0.51,Chiefs ,2,4,,4,,2,13,,2,,,,,1,,,2,
"Marshall, R",2,0.53,Chiefs ,2,4,,4,,2,1,,1,,,,,1,1,,,
"Tamanivalu, S",13,0.53,Chiefs ,2,3,,4,,8,75,4,3,2,,,,1,1,,,
"Allardice, M",4,1,Chiefs ,2,3,,3,,1,,,,,,,,1,,,2,
"Sanders, T",6,1,Chiefs ,2,3,,3,,3,26,1,1,,,,,3,1,,,
"Leitch, M",20,0.47,Chiefs ,2,2,1,3,,1,,,,,,,,1,,,,
"Manu, P",1,0.51,Chiefs ,2,2,,2,,2,,,,,,,,,,1,3,
"Retallick, B",5,0.53,Chiefs ,2,2,,3,,3,9,,2,1,,,,2,1,,,
"Vaeno, L",14,0.53,Chiefs ,2,2,,2,,2,5,,,,,,,2,1,1,1,
"Harris, N",16,0.47,Chiefs ,2,1,,1,,,,,,,,,,,2,,1,
"Graham, M",17,0.48,Chiefs ,2,1,,1,,1,,,,,,,,1,,,2,
"Tokolahi, S",18,0.47,Chiefs ,2,,,,,1,2,,1,,,,,1,,,1,
"Yamashita, H",3,0.53,Chiefs ,2,,,,,1,,,,,,,,,,,1,
"Ellis, A",9,0.69,Crusaders ,2,64,,64,4,2,,1,,,,,,5,1,,,
"Mo'unga, R",10,1,Crusaders ,2,44,2,46,5,9,77,4,6,3,,,,3,1,,,
"Fukofuka, L",21,0.31,Crusaders ,2,21,,21,,,,,,,,,,,,,,
"Volavola, B",22,0.88,Crusaders ,2,12,,12,4,8,32,2,2,,,,,3,,,,
"Read, K",8,1,Crusaders ,2,11,,11,,13,22,,6,,,,,,2,,,
"Havili, D",15,0.9,Crusaders ,2,9,,9,1,11,29,2,4,1,,,,4,,1,2,
"Fonotia, K",12,1,Crusaders ,2,9,,10,2,11,31,1,6,,,,,1,1,,,
"Nadolo, N",11,1,Crusaders ,2,5,2,7,,13,73,7,8,1,,,,4,5,,,
"Funnell, B",16,0.29,Crusaders ,2,4,,4,,1,,,,,,,,,1,,1,
"Tupou, J",19,0.4,Crusaders ,2,4,,4,,6,18,3,3,1,,,,1,,,,
"Crockett, W",17,0.4,Crusaders ,2,3,,3,,2,2,,1,,,,,,,1,1,
"Moody, J",1,0.6,Crusaders ,2,3,,3,,4,2,1,2,,,,,1,,,,
"Taylor, C",2,0.71,Crusaders ,2,3,,3,,3,4,,2,,,,,1,1,,1,
"Taufua, J",6,1,Crusaders ,2,3,,3,,10,48,2,7,,,,,,1,,2,
"Barrett, S",4,0.6,Crusaders ,2,2,,2,,3,5,1,2,,,,,,,,1,
"Franks, O",3,0.71,Crusaders ,2,2,,2,,7,,,,,,,,1,,1,2,
"McNicholl, J",23,0.1,Crusaders ,2,1,,1,,1,2,,,,,,,1,,,,
"Wainui, S",13,0.12,Crusaders ,2,1,,1,,2,,,,,,,,1,,,,
"Boys, T",7,0.85,Crusaders ,2,1,,1,,3,19,,2,1,,,,1,,,1,
"Whitelock, S",5,1,Crusaders ,2,1,,1,,5,6,1,3,,,,,4,,,,
"Alaalatoa, M",18,0.29,Crusaders ,2,,,,,4,4,,1,,,,,,,,1,
"Macilai-Tori, J",14,1,Crusaders ,2,,,,1,6,40,2,4,1,,,,1,1,,,
"Samu, P",20,0.15,Crusaders ,2,,,,,2,6,,1,,,,,1,1,,,
"Smith, A",9,1,Highlanders ,2,52,1,53,10,8,9,,1,,,,,5,1,1,2,
"Sopoaga, L",10,0.77,Highlanders ,2,9,,10,5,8,27,,1,,,,,6,4,,,
"Smith, B",15,1,Highlanders ,2,7,1,8,3,8,70,4,2,1,,,,5,,,,
"Faddes, M",14,1,Highlanders ,2,6,1,7,4,8,26,1,4,1,,,,4,2,,,
"Dixon, E",6,1,Highlanders ,2,3,,3,1,3,8,2,3,,,,,,1,,,
"Parker, H",22,0.23,Highlanders ,2,2,,2,1,,,,,,,,,,,,,
"Walden, T",12,0.27,Highlanders ,2,2,,2,,1,,,,,,,,1,,,,
"Coltman, L",2,0.61,Highlanders ,2,2,,2,,2,1,,1,,,,,1,,,,
"Emery, J",23,0.73,Highlanders ,2,2,1,3,,4,24,2,2,1,,,,,1,,,
"Franklin, T",4,0.8,Highlanders ,2,2,,2,,4,4,,1,,,,,2,2,,,
"Whitelock, L",8,0.86,Highlanders ,2,2,1,3,,3,7,,1,,,,,2,,,,
"Wheeler, J",5,1,Highlanders ,2,2,,2,,4,,,,,,,,4,,,,
"Halanukonuka, S",18,0.33,Highlanders ,2,1,,1,,,,,,,,,,,,,,
"Pryor, D",20,0.33,Highlanders ,2,1,,1,,1,11,,,,,,,,,,,
"Christie, S",7,0.67,Highlanders ,2,1,,1,,2,7,,1,,,,,,1,1,1,
"Fekitoa, M",13,1,Highlanders ,2,1,1,2,,10,48,3,5,2,,,,1,1,,,
"Dixon, A",16,0.39,Highlanders ,2,,,,,2,,,,,,,,,1,,,
"Edmonds, B",1,0.61,Highlanders ,2,,,,,3,5,,2,,,,,2,,,,
"Hohneck, J",3,0.67,Highlanders ,2,,,,,2,,,,,,,,,,,1,
"Lienert-Brown, D",17,0.39,Highlanders ,2,,,,,1,2,,1,,,,,,,,,
"Osborne, P",11,1,Highlanders ,2,,1,1,3,12,71,3,4,2,,,,4,3,,,
"Squire, L",19,0.33,Highlanders ,2,,,,,3,8,1,2,,,,,,1,,,
"Perenara, TJ",9,1,Hurricanes ,2,75,,75,7,4,9,1,2,,,,,8,2,,,
"Barrett, B",10,1,Hurricanes ,2,26,1,27,16,13,91,3,5,1,,,,9,,,,
"Marshall, J",15,0.95,Hurricanes ,2,18,,18,4,13,82,3,2,1,,,,7,3,,,
"Aso, V",13,1,Hurricanes ,2,7,2,9,1,7,20,1,1,1,,,,,2,,,
"Savea, A",7,1,Hurricanes ,2,6,,6,,11,40,2,6,,,,,2,1,,,
"Allen, J",3,0.67,Hurricanes ,2,5,,5,,7,18,2,6,1,,,,2,1,1,1,
"Savea, J",11,1,Hurricanes ,2,5,,5,2,9,16,3,5,,,,,5,3,1,1,
"Laumape, N",12,1,Hurricanes ,2,3,1,4,1,6,38,3,2,1,,,,2,1,,3,
"Vito, V",8,1,Hurricanes ,2,3,,3,,12,9,,6,,,,,1,,,2,
"Jane, C",14,0.66,Hurricanes ,2,2,,2,,5,88,,2,1,,,,2,,,,
"Apisai, L",2,0.69,Hurricanes ,2,2,,2,,1,3,,,,,,,1,,,,
"Abbot, M",5,1,Hurricanes ,2,2,,2,,12,42,1,3,1,,,,4,2,,1,
"Thomson, B",4,1,Hurricanes ,2,2,,3,,1,,,,,,,,2,,,2,
"Eves, C",17,0.33,Hurricanes ,2,1,,1,,,,,,,,,,,1,,,
"Goodes, R",1,0.89,Hurricanes ,2,1,,1,,6,5,,2,,,,,1,1,,,
"Fafita, V",19,0.17,Hurricanes ,2,,,,,1,13,1,1,1,,,,,,,,
"Riccitelli, R",16,0.31,Hurricanes ,2,,,,,1,1,,,,,,,,,,,
"Shields, B",6,0.83,Hurricanes ,2,,,,1,7,4,,3,,,,,2,2,,,
"Uhila, L",18,0.11,Hurricanes ,2,,,,,,,,,,,,,1,,,,
"Woodward, J",22,0.34,Hurricanes ,2,,,,2,2,6,,,,,,,,,,,
"Landajo, M",9,0.92,Jaguares,2,54,,55,1,4,1,1,1,,,,,4,4,,,
"Sanchez, N",10,1,Jaguares,2,17,,17,10,5,22,,1,,,,,2,2,,1,
"Cordero, S",15,1,Jaguares,2,8,1,9,7,12,60,,1,,,,,8,1,,,
"Bertranou, G",21,0.08,Jaguares,2,6,,6,,,,,,,,,,,,,,
"Amorosino, L",23,0.28,Jaguares,2,6,,6,1,3,9,2,1,,,,,2,1,,,
"Gonzalez Iglesias, S",12,0.87,Jaguares,2,5,,5,3,9,59,4,3,,,,,2,3,,,
"Creevy, A",2,0.74,Jaguares,2,4,,4,,6,6,1,3,,,,,,,,1,
"Moroni, M",13,1,Jaguares,2,4,,4,1,3,3,,,,,,,3,1,,1,
"Baez, R",7,0.25,Jaguares,2,3,,4,,7,31,2,2,1,,,,3,,,1,
"Petti Pagadizaval, G",4,1,Jaguares,2,3,,3,,5,11,1,5,,,,,,2,,,
"Paz, J",22,0.13,Jaguares,2,2,,2,,3,4,,1,,,,,,,,,
"Senatore, L",8,0.65,Jaguares,2,2,,2,,9,63,,2,2,,,,5,2,,1,
"Orlando, M",14,0.72,Jaguares,2,2,1,3,,4,30,2,2,1,,,,1,,,,
"Alemanno, M",5,1,Jaguares,2,2,,2,,1,2,,1,,,,,1,,,,
"Boffelli, E",11,1,Jaguares,2,2,,2,1,7,42,4,2,,,,,6,1,,,
"Ortega Desio, J",19,0.22,Jaguares,2,1,,1,,1,,,,,,,,1,,,,
"Isa, F",20,0.35,Jaguares,2,1,1,2,,4,37,1,,,,,,1,,,,
"Matera, P",6,0.46,Jaguares,2,1,1,2,,11,19,,6,,,,,1,1,,1,
"Arregui, F",17,0.2,Jaguares,2,,,,,1,2,,1,,,,,,,,1,
"Garcia Botta, S",1,0.8,Jaguares,2,,,,,3,2,,2,,,,,2,1,1,1,
"Herrera, R",3,0.71,Jaguares,2,,,,,3,6,,2,,,,,,2,,2,
"Montoya, J",16,0.26,Jaguares,2,,,,,1,8,2,1,,,,,,1,,,
"Nahuel Tetaz, F",18,0.29,Jaguares,2,,,,,,,,,,,,,,,,1,
"de Klerk, F",9,1,Lions,2,53,1,55,3,7,22,,2,,,,,3,3,,,
"Jantjies, ET",10,1,Lions,2,21,2,23,2,6,31,2,3,,,,,2,2,,,
"Vorster, H",12,0.53,Lions,2,9,,9,,3,4,,,,,,,3,,,,
"Coetzee, A",15,1,Lions,2,7,,7,2,6,39,1,1,,,,,3,,,,
"Kriel, J",6,1,Lions,2,5,2,7,,11,35,5,4,1,,,,4,1,,2,
"Mostert, F",5,1,Lions,2,5,,5,,2,3,,1,,,,,1,1,,,
"Mapoe, L",13,0.53,Lions,2,4,1,7,,12,48,3,6,1,,,,1,,,,
"Combrink, R",14,1,Lions,2,4,2,6,1,9,122,9,3,4,,,,5,2,,1,
"Skosan, C",11,1,Lions,2,4,,4,,2,36,3,,2,,,,1,2,,,
"Ferreira, A",4,0.53,Lions,2,3,,3,,4,4,,2,,,,,1,,,,
"Whiteley, WR",8,1,Lions,2,3,,3,,6,10,1,1,,,,,2,,,2,
"Mnisi, H X",22,0.47,Lions,2,2,1,3,,5,12,1,1,,,,,1,,,,
"Van der Merwe, AHP",16,0.47,Lions,2,2,1,3,,2,17,2,1,1,,,,,,,,
"Redelinghuys, J",3,0.53,Lions,2,2,,2,,2,5,,1,,,,,,,,2,
"Fourie, C",17,0.47,Lions,2,1,,1,,,,,,,,,,,,,1,
"Kruger, R",19,0.47,Lions,2,1,,1,,1,,,,,,,,,1,,,
"Marx, MJ",2,0.53,Lions,2,1,,1,,7,25,1,4,1,,,,2,,,,
"Dreyer, RM",18,0.47,Lions,2,,,,,1,,,,,,,,,,1,1,
"Smith, D",1,0.53,Lions,2,,,,,1,,,,,,,,1,,,,
"Tecklenburg, W",7,0.53,Lions,2,,,,,6,22,,2,1,,,,,,,,
"Meehan, B",9,0.97,Rebels,2,66,,66,9,4,31,,3,,,,,6,1,,,
"Debreczeni, J",10,0.91,Rebels,2,19,,19,8,2,23,2,2,1,,,,3,,,,
"Snowden, M",21,0.03,Rebels,2,7,,7,,,,,,,,,,,,,,
"Ellison, T",13,1,Rebels,2,7,1,8,,7,17,2,2,,,,,4,1,,,
"Jones, L",4,1,Rebels,2,7,,7,,8,36,,1,1,,,,4,,,,
"Hawkins, D",22,0.09,Rebels,2,5,,5,1,1,15,1,,,,,,,,,,
"Inman, M",12,1,Rebels,2,5,2,7,,12,25,1,7,,,,,2,2,,,
"Placid, J",15,1,Rebels,2,4,,5,2,11,36,1,2,1,,,,8,1,,1,
"Thomson, A",6,1,Rebels,2,4,1,5,,9,49,3,5,1,,,,3,3,,,
